"","B_Name","R_Name","BPrev","RPrev","BStreak","RStreak","B_Age","R_Age","B_Height","R_Height","B_Weight","R_Weight","B_Country","R_Country","Date","winby","winner","B__Round1_Grappling_Submissions_Attempts","B__Round2_Grappling_Submissions_Attempts","B__Round3_Grappling_Submissions_Attempts","R__Round1_Grappling_Submissions_Attempts","R__Round2_Grappling_Submissions_Attempts","R__Round3_Grappling_Submissions_Attempts","B__Round1_Grappling_Takedowns_Landed","B__Round2_Grappling_Takedowns_Landed","B__Round3_Grappling_Takedowns_Landed","R__Round1_Grappling_Takedowns_Landed","R__Round2_Grappling_Takedowns_Landed","R__Round3_Grappling_Takedowns_Landed","B__Round1_Strikes_Significant.Strikes_Landed","B__Round2_Strikes_Significant.Strikes_Landed","B__Round3_Strikes_Significant.Strikes_Landed","R__Round1_Strikes_Significant.Strikes_Landed","R__Round2_Strikes_Significant.Strikes_Landed","R__Round3_Strikes_Significant.Strikes_Landed"
"137","Steve Bosse","Thiago Santos",0,3,0,1,35,33,180,182,93,84,"Canada","Brazil","06/29/2015","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,13,16
"138","Michael Chiesa","Jim Miller",3,4,1,1,29,33,185,172,70,70,"USA","States","12/14/2015","SUB","blue",0,0,0,3,1,0,5,1,1,3,0,1,51,24,33,43,32,20
"139","Jimmie Rivera","Urijah Faber",3,6,3,0,27,37,162,167,61,61,"USA","USA","09/11/2016","DEC","blue",0,0,0,0,1,1,1,1,1,2,4,2,63,48,45,69,63,39
"140","Mehdi Baghdad","John Makdessi",1,4,0,0,31,31,185,172,70,70,"France","Canada","07/11/2016","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,119,101,74
"141","Cezar Ferreira","Jorge Masvidal",3,4,0,0,32,32,185,180,84,77,"Brazil","USA","07/13/2015","KO/TKO","red",0,0,0,0,2,0,1,0,1,1,2,2,27,6,3,98,101,73
"142","Beneil Dariush","Edson Barboza",10,8,2,2,27,31,177,180,70,70,"Iran","Brazil","03/13/2017","KO/TKO","red",2,3,0,0,0,0,4,3,2,1,2,0,186,82,70,167,96,94
"143","Robbie Lawler","Johny Hendricks",2,1,1,1,35,33,180,175,77,84,"USA","States","12/08/2014","DEC","blue",0,0,0,0,0,0,0,0,0,0,0,0,27,52,66,15,42,33
"144","Ericka Almeida","Aisling Daly",1,2,0,0,28,29,167,157,52,52,"Brazil","Ireland","10/26/2015","DEC","red",0,0,0,1,1,0,0,0,0,2,1,0,1,1,11,26,12,5
"145","Sarah Kaufman","Alexis Davis",1,2,1,0,31,32,165,167,61,61,"Canada","Canada","05/22/2015","SUB","red",0,0,0,0,0,0,0,0,1,1,1,0,71,71,60,18,6,31
"146","Ali Bagautinov","Joseph Benavidez",2,2,0,2,31,32,162,162,56,56,"Russia","USA","10/05/2015","DEC","red",1,0,0,0,0,0,3,0,5,3,1,2,10,34,27,53,54,50
"147","Evan Dunham","Edson Barboza",0,1,0,0,35,31,177,180,70,70,"USA","Brazil","07/17/2014","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
"148","Russell Doane","Iuri Alcantara",2,2,2,2,30,36,170,175,65,61,"USA","Brazil","09/15/2014","DEC","red",0,1,0,0,0,0,1,2,0,1,0,1,20,38,9,18,16,13
"149","Oluwale Bamgbose","Daniel Sarafian",1,2,0,1,29,34,180,175,84,84,"States","Brazil","02/22/2016","KO/TKO","blue",0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,22,5,0
"150","Hector Urbina","Vicente Luque",2,2,0,1,29,25,180,180,77,77,"Mexico","States","09/26/2016","KO/TKO","red",2,2,1,0,1,1,0,0,0,2,2,0,4,5,5,23,17,13
"151","Brandon Thatch","Benson Henderson",0,4,0,0,31,33,187,175,77,77,"USA","USA","02/16/2015","SUB","red",0,0,0,1,0,1,0,0,0,1,1,2,0,0,0,47,65,50
"152","Felipe Arantes","Yves Jabouin",2,3,0,0,29,37,172,170,61,61,"Brazil","Haiti","08/24/2015","SUB","blue",1,0,1,0,0,0,1,1,2,3,2,1,38,16,14,54,40,19
"153","Anthony Birchak","Joe Soto",1,1,0,0,30,30,172,167,61,61,"USA","States","06/08/2015","KO/TKO","blue",0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,8,24,13
"154","Ernest Chavez","Elias Silverio",1,1,1,1,33,30,172,180,70,70,"USA","Brazil","06/02/2014","SUB","red",0,0,0,0,0,0,1,1,0,1,2,1,6,8,14,39,18,24
"155","Alex Nicholson","Sam Alvey",2,7,1,2,26,30,193,187,84,84,"USA","States","11/07/2016","DEC","red",0,0,0,1,0,0,0,0,0,0,0,0,30,4,0,56,67,64
"156","Lauren Murphy","Liz Carmouche",1,1,0,0,33,33,170,167,61,61,"USA","States","04/06/2015","DEC","red",0,0,0,0,0,0,0,0,0,3,2,0,13,8,27,8,4,6
"157","Alexander Volkanovski","Yusuke Kasuya",0,1,0,0,28,27,165,170,70,70,"Australia","Japan","11/27/2016","KO/TKO","blue",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,18,14
"158","Alan Jouban","Brendan O'Reilly",5,2,0,1,35,29,182,175,77,77,"States","Australia","03/21/2016","KO/TKO","blue",0,0,0,1,0,0,0,0,1,3,1,2,85,38,61,14,23,20
"159","Neil Seery","Kyoji Horiguchi",5,5,1,1,37,26,162,165,56,56,"Ireland","Japan","05/09/2016","DEC","red",1,7,1,0,0,0,1,3,1,0,3,1,79,64,79,87,89,64
"160","Joshua Burkman","Patrick Cote",0,3,0,1,36,37,177,180,77,77,"States","Canada","01/27/2016","KO/TKO","red",0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,48,38,21
"161","Neil Magny","Johny Hendricks",11,5,0,0,29,33,190,175,77,84,"USA","States","01/02/2017","DEC","blue",0,0,1,0,1,0,12,7,7,4,6,4,138,188,141,60,123,95
"162","Curtis Blaydes","Cody East",1,1,0,0,26,28,193,190,120,111,"States","USA","10/03/2016","KO/TKO","blue",0,0,0,0,0,0,1,1,0,0,0,0,13,11,0,26,0,0
"163","Thales Leites","Gegard Mousasi",4,6,0,0,35,31,185,187,84,84,"Brazil","Netherlands","02/29/2016","DEC","red",0,2,0,3,0,0,0,1,1,2,2,1,37,31,21,65,34,51
"164","Jordan Rinaldi","Abel Trujillo",0,4,0,2,29,33,177,172,70,70,"States","States","05/30/2016","DEC","red",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,24,13,0
"165","Louis Smolka","Richie Vaculik",2,1,0,1,25,33,175,167,56,56,"USA","Australia","11/10/2014","KO/TKO","blue",0,0,1,2,0,0,0,1,0,1,2,1,27,31,76,4,5,18
"166","Jessica Eye","Miesha Tate",2,3,1,3,30,30,167,167,61,61,"USA","States","07/27/2015","DEC","red",0,0,0,0,2,2,0,0,0,1,0,1,77,23,27,43,36,26
"167","JC Cottrell","Michel Prazeres",0,2,0,1,27,35,175,167,70,70,"States","Brazil","07/25/2016","DEC","red",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,27,17,9
"168","Teruto Ishihara","Julian Erosa",0,1,0,1,25,27,170,185,65,65,"Japan","States","03/07/2016","KO/TKO","blue",0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,20,19,22
"169","Sergio Moraes","Omari Akhmedov",1,3,1,2,34,29,182,182,77,77,"Brasil","Russia","12/14/2015","KO/TKO","blue",0,0,0,0,0,0,1,0,1,2,3,0,16,20,15,53,20,12
"170","Roger Narvaez","Patrick Cummins",0,1,0,0,33,36,190,187,84,93,"USA","USA","06/09/2014","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"171","Manvel Gamburyan","Johnny Eduardo",3,2,2,0,35,38,165,170,61,61,"Armenia","Brazil","11/20/2016","KO/TKO","red",2,1,1,0,0,0,5,3,0,0,0,0,23,22,36,13,2,0
"172","Stefan Struve","Alistair Overeem",0,2,0,0,29,36,213,193,120,120,"Netherlands","England","12/16/2014","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,14,18
"173","Shayna Baszler","Bethe Correia",0,1,0,1,36,33,170,165,61,61,"USA","Brazil","09/02/2014","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,36
"174","Jimmie Rivera","Pedro Munhoz",1,2,1,0,27,30,162,167,61,61,"USA","Brazil","11/09/2015","DEC","blue",0,0,0,2,0,0,0,0,0,2,0,0,15,0,0,26,0,0
"175","Daron Cruickshank","KJ Noons",4,1,1,1,31,34,172,177,70,70,"USA","USA","12/16/2014","","no contest",1,0,1,0,0,0,2,5,2,0,0,0,67,46,18,7,0,0
"176","Sirwan Kakai","Danny Martinez",0,2,0,0,27,31,167,167,61,56,"Sweden","USA","06/29/2015","DEC","blue",0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,18,41,21
"177","Irene Aldana","Katlyn Chookagian",1,2,0,0,28,28,175,175,61,61,"Mexico","States","04/10/2017","DEC","red",0,0,0,0,0,0,0,0,1,0,0,0,37,33,38,17,15,35
"178","Matt Mitrione","Travis Browne",3,3,3,0,38,34,190,200,120,115,"USA","States","01/18/2016","KO/TKO","red",0,0,0,0,0,0,0,0,0,1,0,0,43,0,0,57,6,13
"179","Lina Lansberg","Cris Cyborg",0,1,0,1,35,31,170,172,63,63,"Sweden","Brazil","09/26/2016","KO/TKO","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
"180","Tim Boetsch","Rafael Natal",6,6,1,0,36,34,182,182,84,84,"States","Brazil","11/14/2016","KO/TKO","blue",0,0,0,0,0,0,2,1,0,5,7,4,61,48,0,103,98,98
"181","Costas Philippou","Gegard Mousasi",2,4,1,1,37,31,180,187,84,84,"Cyprus","Netherlands","05/18/2015","DEC","red",0,0,0,2,0,0,0,0,0,0,0,0,19,0,0,36,12,29
"182","Sean Spencer","Mike Pyle",3,3,0,0,29,41,177,182,77,77,"USA","USA","02/08/2016","KO/TKO","red",0,0,0,0,0,3,0,1,0,2,2,0,38,64,71,16,14,44
"183","Michael Graves","Randy Brown",1,1,1,1,26,26,177,190,77,77,"USA","Jamaica","04/17/2016","SUB","blue",0,0,0,0,1,0,3,3,1,0,1,0,14,10,3,13,16,19
"184","Evan Dunham","Joe Lauzon",3,3,2,1,35,32,177,177,70,70,"USA","USA","12/14/2015","DEC","blue",1,0,0,0,0,0,2,3,1,2,1,0,68,54,66,45,23,0
"185","Cody Gibson","Douglas Silva de Andrade",3,1,0,0,29,31,177,170,61,61,"USA","Brazil","02/23/2015","DEC","red",0,1,0,0,0,0,1,4,0,0,0,0,40,28,2,9,10,8
"186","Guido Cannetti","Hugo Viana",1,2,0,0,37,34,167,167,61,61,"Argentina","Brazil","08/01/2015","DEC","blue",0,0,0,0,0,0,1,0,0,0,0,0,30,5,0,33,33,28
"187","Francis Ngannou","Andrei Arlovski",3,7,3,0,30,38,193,193,113,109,"Cameroon","Belarus","01/31/2017","KO/TKO","blue",1,0,0,0,0,0,0,0,0,1,0,0,24,21,0,123,25,28
"188","Tecia Torres","Rose Namajunas",3,2,3,1,27,24,154,165,52,52,"States","USA","04/17/2016","DEC","red",0,0,0,1,0,0,1,1,1,2,0,0,54,58,93,31,9,1
"189","Nordine Taleb","Erick Silva",3,5,0,0,35,32,185,182,77,77,"France","Brazil","03/07/2016","KO/TKO","blue",0,0,0,3,0,0,3,3,4,2,1,1,40,37,24,52,15,21
"190","Matt Dwyer","Alan Jouban",2,3,1,1,27,35,193,182,77,77,"Canada","States","07/17/2015","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,56,15,45
"191","Ben Saunders","Patrick Cote",3,4,3,2,33,37,187,180,77,77,"USA","Canada","01/18/2016","KO/TKO","red",2,0,0,1,0,0,0,0,0,4,1,1,36,48,22,65,52,50
"192","Julianna Pena","Cat Zingano",2,2,2,0,27,34,167,167,61,61,"USA","USA","07/12/2016","DEC","blue",0,0,3,1,2,0,3,0,1,1,1,1,57,6,8,3,20,17
"193","Dashon Johnson","Godofredo Pepey",1,1,0,1,29,29,170,170,65,65,"USA","Brazil","09/15/2014","SUB","red",1,0,0,0,0,0,0,0,0,0,0,0,2,6,3,5,0,0
"194","Joshua Burkman","Michel Prazeres",4,4,0,3,36,35,177,167,77,70,"States","Brazil","03/12/2017","SUB","red",0,0,0,1,0,0,1,2,5,6,8,2,84,49,56,49,48,71
"195","Karolina Kowalkiewicz","Rose Namajunas",2,3,2,2,31,24,160,165,52,52,"Poland","USA","08/01/2016","DEC","blue",0,0,0,1,0,0,0,0,0,3,0,1,58,48,79,45,32,10
"196","Danny Martinez","Scott Jorgensen",1,1,0,0,31,34,167,165,56,61,"USA","USA","06/09/2014","DEC","red",0,0,0,0,0,0,2,2,1,0,0,0,4,14,15,6,0,0
"197","Gleison Tibau","Tony Ferguson",3,3,3,3,33,33,177,180,70,70,"Brazil","States","03/04/2015","SUB","red",0,0,0,2,1,0,3,4,4,1,1,0,36,39,37,62,17,2
"198","Patrick Cummins","Ovince Saint Preux",4,3,3,1,36,33,187,190,93,93,"USA","States","04/20/2015","KO/TKO","red",1,0,0,0,1,0,7,6,4,1,1,0,59,70,46,23,10,1
"199","Amanda Nunes","Sara McMann",2,3,1,0,28,36,172,167,61,61,"Brazil","States","08/09/2015","SUB","blue",0,0,0,0,0,0,1,0,0,1,3,2,36,1,0,40,28,17
"200","Keita Nakamura","Tom Breese",0,1,0,1,32,25,180,190,77,77,"Japan","England","02/29/2016","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
"201","Julianna Pena","Jessica Eye",1,3,1,0,27,30,167,167,61,61,"USA","USA","10/05/2015","DEC","blue",0,0,0,0,0,0,1,0,0,0,0,0,37,0,0,96,34,53
"202","Matt Brown","Johny Hendricks",1,2,1,0,36,33,182,175,77,84,"USA","States","03/16/2015","DEC","red",0,4,0,0,1,0,3,1,1,1,1,2,40,54,24,29,77,59
"203","Tony Martin","Beneil Dariush",0,2,0,0,27,27,182,177,70,70,"USA","Iran","08/25/2014","SUB","red",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0
"204","Nate Marquardt","CB Dollaway",3,4,0,0,37,33,182,187,84,93,"USA","USA","12/21/2015","KO/TKO","blue",1,0,0,0,0,0,2,0,0,0,2,3,39,12,14,62,19,22
"205","Bryan Barberena","Chad Laprise",1,2,1,2,27,30,182,177,77,70,"USA","Canada","04/27/2015","DEC","red",0,0,0,0,0,0,0,0,0,1,1,2,6,26,31,26,27,53
"206","Paul Redmond","Mirsad Bektic",0,1,0,1,30,26,175,172,65,65,"Ireland","Bosnia","01/26/2015","DEC","red",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,12,2
"207","Cyril Asker","Dmitrii Smoliakov",1,1,0,0,31,32,187,187,112,114,"France","Russia","01/17/2017","KO/TKO","blue",0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,2,0
"208","George Sullivan","Igor Araujo",1,1,1,1,36,36,182,185,77,77,"USA","Brazil","09/15/2014","KO/TKO","blue",0,0,0,0,0,1,2,0,0,0,0,0,12,16,33,3,2,7
"209","Chris Avila","Enrique Barzola",1,2,0,0,24,27,177,170,65,65,"USA","Peru","11/07/2016","DEC","red",0,0,0,0,0,0,0,0,0,3,2,1,11,17,14,27,28,38
"210","Mike de la Torre","Myles Jury",6,3,0,0,30,28,180,180,65,65,"States","USA","04/10/2017","KO/TKO","red",0,0,0,0,0,0,1,0,0,1,0,0,72,27,34,15,10,5
"211","Cub Swanson","Frankie Edgar",1,1,1,1,33,35,172,167,65,65,"USA","States","11/24/2014","SUB","red",0,0,0,0,0,0,0,0,0,1,1,1,22,14,26,17,36,37
"212","Aljamain Sterling","Raphael Assuncao",5,2,0,0,27,34,170,165,61,61,"USA","Brazil","01/31/2017","DEC","red",2,1,4,0,0,0,4,6,3,0,1,1,68,80,47,40,38,46
"213","Masio Fullen","Alex Caceres",1,4,1,0,29,28,177,177,65,65,"Mexico","USA","02/01/2016","DEC","red",0,0,0,0,0,1,1,0,0,0,0,1,11,12,18,29,25,43
"214","Kailin Curran","Felice Herrig",2,1,1,1,25,32,162,162,52,52,"USA","USA","07/25/2016","SUB","red",1,1,0,2,1,0,1,1,1,1,0,0,37,51,14,4,4,0
"215","Joe Gigliotti","Trevor Smith",0,5,0,1,23,36,180,190,84,84,"USA","USA","08/08/2016","DEC","red",0,0,0,1,2,0,0,0,0,2,0,2,0,0,0,57,44,54
"216","Diego Ferreira","Olivier Aubin-Mercier",4,4,0,3,32,28,175,175,70,70,"Brazil","Canada","02/01/2016","DEC","blue",2,1,0,0,1,1,1,0,0,5,6,2,51,12,10,45,59,24
"217","Anthony Hamilton","Francis Ngannou",4,2,2,2,36,30,195,193,118,113,"States","Cameroon","12/11/2016","SUB","red",0,0,0,0,0,0,4,3,1,0,0,0,55,69,30,23,21,0
"218","Stephen Thompson","Jake Ellenberger",2,3,2,1,34,31,182,175,77,77,"States","USA","07/13/2015","KO/TKO","blue",0,0,0,0,1,0,0,0,0,1,2,0,51,28,23,30,18,6
"219","Chad Mendes","Jose Aldo",0,1,0,1,31,30,167,170,65,65,"USA","Brazil","10/27/2014","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,20
"220","Yoel Romero","Lyoto Machida",3,4,3,0,39,38,182,185,84,84,"Cuba","Brazil","07/01/2015","KO/TKO","blue",0,0,0,0,0,0,6,2,2,0,0,0,39,26,65,32,19,16
"221","Roy Nelson","Alexander Volkov",7,1,1,1,40,28,182,200,119,113,"USA","Russia","04/16/2017","DEC","red",0,0,0,0,0,0,4,4,2,1,0,0,72,66,44,19,13,13
"222","Magomed Mustafaev","Joe Proctor",1,4,1,1,28,31,175,177,70,70,"Russia","USA","12/14/2015","KO/TKO","blue",0,0,0,1,0,3,0,0,0,0,0,0,11,7,0,51,63,60
"223","Augusto Mendes","Frankie Saenz",1,5,0,0,34,36,167,167,61,61,"Brazil","USA","01/17/2017","DEC","blue",0,0,0,0,0,1,0,0,0,2,1,2,11,0,0,75,97,63
"224","James Vick","Jake Matthews",2,2,2,2,30,22,190,175,70,70,"USA","Australia","05/11/2015","SUB","blue",0,0,0,0,1,1,0,0,0,1,3,1,45,40,32,39,25,22
"225","Yancy Medeiros","Joe Proctor",2,2,1,2,29,31,177,177,70,70,"USA","USA","12/16/2014","SUB","blue",1,1,0,1,0,0,0,0,0,0,0,0,32,9,0,14,42,36
"226","Jorge Masvidal","Ross Pearson",7,8,0,0,32,32,180,172,77,70,"USA","England","08/01/2016","DEC","blue",0,2,2,0,0,0,1,2,3,1,1,1,145,137,104,79,99,105
"227","Chris Kelades","Sergio Pettis",3,5,1,1,36,23,170,167,56,56,"USA","USA","04/25/2016","DEC","red",0,1,0,1,1,0,0,1,2,2,2,1,15,52,37,95,102,60
"228","Michel Prazeres","Valmir Lazaro",1,2,0,1,35,31,167,182,70,70,"Brazil","Brazil","11/23/2015","DEC","blue",0,0,0,0,0,0,1,2,0,2,1,1,14,12,7,59,69,50
"229","Tim Elliott","Demetrious Johnson",0,5,0,5,30,30,170,160,56,56,"USA","USA","12/05/2016","DEC","red",0,0,0,0,2,0,0,0,0,2,5,3,0,0,0,83,73,61
"230","Antonio Braga Neto","Clint Hester",0,1,0,1,29,30,190,187,84,93,"Brazil","USA","06/30/2014","DEC","red",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25,21,26
"231","Guilherme Vasconcelos","Luke Zachrich",0,1,0,0,31,35,182,187,84,84,"Brazil","USA","07/08/2014","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"232","Tony Ferguson","Rafael Dos Anjos",7,7,7,0,33,32,180,175,70,70,"States","Brazil","11/07/2016","DEC","blue",5,6,0,2,1,0,2,1,0,2,3,4,165,110,27,132,75,48
"233","Kiichi Kunimoto","Neil Magny",3,5,3,5,35,29,177,190,77,77,"Japan","USA","02/16/2015","SUB","red",1,0,0,0,0,0,1,0,1,6,2,4,27,11,15,56,101,77
"234","Tyron Woodley","Rory MacDonald",1,1,1,1,34,27,175,182,77,77,"States","Canada","06/16/2014","DEC","red",0,0,0,0,0,0,2,1,0,0,0,0,11,3,0,6,40,29
"235","Marcus Brimage","Jumabieke Tuerxun",1,2,0,0,31,30,162,170,61,61,"USA","China","11/10/2014","KO/TKO","blue",0,0,0,0,0,2,0,0,2,0,1,0,3,13,11,17,22,6
"236","Tony Ferguson","Josh Thomson",4,2,4,0,33,38,180,177,70,70,"States","USA","07/17/2015","DEC","blue",4,1,0,0,0,0,2,1,0,1,1,0,73,17,2,13,24,17
"237","Makwan Amirkhani","Arnold Allen",2,1,2,1,28,23,177,172,65,65,"Kurdistan","England","03/18/2017","DEC","red",0,0,0,0,0,0,1,2,1,1,2,1,18,7,13,9,11,11
"238","Daniel Cormier","Jon Jones",2,1,2,1,38,29,180,193,93,93,"USA","USA","01/05/2015","DEC","red",0,1,1,0,0,0,1,1,1,1,0,0,29,25,14,27,28,51
"239","Manvel Gamburyan","Scott Jorgensen",2,3,1,0,35,34,165,165,61,61,"Armenia","USA","07/17/2015","DEC","blue",0,1,1,0,0,0,1,2,0,4,2,4,13,12,14,21,19,12
"240","Shayna Baszler","Amanda Nunes",1,1,0,0,36,28,170,172,61,61,"USA","Brazil","03/23/2015","KO/TKO","red",1,0,0,0,0,0,1,0,0,1,0,0,3,5,0,21,1,0
"241","Zubaira Tukhugov","Renato Moicano",3,1,3,1,26,27,172,180,65,65,"Russia","Brazil","05/15/2016","DEC","red",0,0,0,0,1,0,2,0,2,0,1,0,55,19,22,24,24,0
"242","Yoel Romero","Chris Weidman",5,3,5,0,39,32,182,187,84,84,"Cuba","States","11/14/2016","KO/TKO","blue",0,0,0,0,0,0,6,2,3,3,1,4,81,49,88,66,28,30
"243","Carlos Condit","Demian Maia",3,5,0,4,32,39,187,185,77,77,"USA","Brazil","08/28/2016","SUB","red",1,0,0,0,2,2,0,2,0,4,5,3,60,73,22,68,34,29
"244","Vaughan Lee","Paddy Holohan",2,3,0,1,34,28,167,177,61,56,"England","Ireland","07/23/2015","DEC","red",0,0,0,3,0,0,0,0,0,4,1,1,62,35,49,35,16,27
"245","Ulka Sasaki","Wilson Reis",4,6,1,2,27,32,177,162,56,56,"Japan","Brazil","02/13/2017","DEC","red",1,2,0,2,0,1,4,2,0,9,5,11,23,13,0,56,41,41
"246","Brian Ortega","Thiago Tavares",1,1,0,1,26,32,172,170,65,65,"USA","Brazil","06/08/2015","KO/TKO","blue",2,0,0,1,0,0,1,0,0,2,0,0,3,0,0,18,0,0
"247","Felipe Silva","Shane Campbell",0,4,0,0,32,30,182,182,70,70,"Brazil","Canada","08/27/2016","KO/TKO","blue",0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,81,30,56
"248","Ian McCall","Brad Pickett",0,1,0,1,32,38,165,167,56,61,"States","England","07/21/2014","DEC","blue",0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,14,20,15
"249","Michinori Tanaka","Rani Yahya",3,4,1,3,26,32,165,167,61,61,"Japan","Brazil","09/26/2016","DEC","red",0,0,1,1,3,1,1,3,5,6,3,1,11,43,46,42,27,11
"250","Rob Font","John Lineker",1,4,1,3,29,26,172,160,61,61,"USA","Brazil","05/15/2016","DEC","red",0,0,0,4,2,0,0,0,0,1,1,0,12,0,0,58,79,89
"251","JC Cottrell","Jason Gonzalez",1,1,0,0,27,27,175,187,70,70,"States","States","01/31/2017","SUB","red",0,0,0,0,0,0,0,0,0,0,0,0,2,4,8,10,0,0
"252","Milana Dudieva","Elizabeth Phillips",0,1,0,0,27,30,165,167,61,61,"Russia","USA","08/25/2014","DEC","blue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,21,18
"253","Jan Blachowicz","Alexander Gustafsson",4,3,1,0,34,30,187,195,93,93,"Poland","Sweden","09/03/2016","DEC","red",1,0,0,0,0,0,2,2,1,1,1,0,59,67,49,26,37,33
"254","Corey Anderson","Mauricio Rua",1,2,1,0,27,35,190,185,93,93,"States","Brazil","12/10/2016","DEC","red",0,0,0,0,0,0,1,1,2,1,0,0,21,43,20,31,12,6
"255","Cortney Casey","Joanne Calderwood",0,2,0,0,29,31,170,167,52,52,"USA","Scotland","07/23/2015","DEC","red",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,48,33,39
"256","Valentina Shevchenko","Holly Holm",2,3,0,0,29,35,165,172,61,65,"Kyrgyzstan","States","07/25/2016","DEC","blue",0,0,0,0,0,0,2,1,2,1,0,0,23,15,22,49,32,29
"257","Vitor Belfort","Jacare Souza",2,4,1,0,39,37,182,185,84,84,"Brazil","Brazil","05/15/2016","KO/TKO","red",0,0,0,2,0,3,0,0,0,3,1,4,24,0,0,21,27,36
"258","Marc Diakiese","Frankie Perez",1,2,1,1,24,27,177,180,70,70,"Congo","USA","12/11/2016","DEC","blue",0,0,0,0,1,0,1,0,0,1,0,0,6,42,0,20,7,1
"259","Shane Howell","Paddy Holohan",1,2,0,0,33,28,172,177,56,56,"USA","Ireland","01/20/2015","DEC","red",0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,20,5,11
"260","Tim Boetsch","Luke Rockhold",0,1,0,1,36,32,182,190,84,84,"States","USA","05/23/2014","SUB","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"261","Justin Jones","Ron Stallings",0,1,0,0,29,34,180,182,84,84,"USA","USA","04/06/2015","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
"262","Lukasz Sajewski","Nick Hein",0,2,0,0,26,32,172,167,70,70,"Poland","Germany","06/22/2015","DEC","red",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,19,14,42
"263","Valerie Letourneau","Maryna Moroz",2,1,2,1,34,25,170,170,56,52,"Canada","Ukraine","08/24/2015","DEC","blue",2,0,0,1,0,0,1,0,1,0,0,0,30,50,62,12,0,0
"264","Ryan Hall","Gray Maynard",1,3,1,1,32,37,177,172,65,65,"States","USA","12/05/2016","DEC","blue",1,0,0,0,1,0,0,0,1,2,3,2,7,9,7,32,17,17
"265","Heather Jo Clark","Karolina Kowalkiewicz",0,1,0,1,36,31,167,160,52,52,"USA","Poland","05/09/2016","DEC","red",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,10,33
"266","Colby Covington","Wagner Silva",1,1,1,0,29,30,180,182,77,77,"USA","Brazil","11/10/2014","SUB","blue",0,0,0,0,0,0,2,0,0,0,0,0,11,0,0,13,4,0
"267","Johnny Case","Yan Cabral",3,2,3,1,27,33,177,180,70,70,"USA","Brazil","11/09/2015","DEC","blue",0,0,0,1,1,1,3,3,2,1,2,0,50,40,22,24,8,2
"268","Cody Pfister","Scott Holtzman",3,2,0,0,26,33,177,175,70,70,"USA","USA","07/14/2016","DEC","red",0,0,0,0,0,1,1,3,3,0,2,1,22,8,2,42,41,26
"269","Belal Muhammad","Alan Jouban",0,6,0,1,28,35,180,182,77,77,"States","States","07/11/2016","DEC","red",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,117,38,61
"270","Paul Felder","Joshua Burkman",5,2,1,1,32,36,180,177,70,77,"States","States","05/30/2016","DEC","blue",1,1,1,0,0,0,0,0,3,0,2,2,84,97,56,42,31,29
"271","Maryna Moroz","Joanne Calderwood",0,1,0,1,25,31,170,167,52,52,"Ukraine","Scotland","04/13/2015","SUB","blue",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,37,33,39
"272","Bruno Santos","Elias Theodorou",1,1,1,1,29,28,175,185,84,84,"Brazil","Canada","10/06/2014","DEC","red",0,0,0,0,0,0,0,2,2,0,3,0,12,5,8,32,41,0
